revenue,num_purchases,purchase,ab_group,av_site visit
0,0,0,A,8.177809281
0,0,0,A,5.443477125
0,0,0,A,9.455126378
0,0,0,A,6.502495029
0,0,0,A,8.392077138
0,0,0,A,4.504396561
0,0,0,A,3.969936547
0,0,0,A,9.808237696
0,0,0,A,6.525186922
1.99,1,1,A,7.286236173
0,0,0,A,6.930296326
0,0,0,A,6.610859049
0,0,0,A,6.138824478
0,0,0,A,5.697003321
0,0,0,A,7.328502665
0,0,0,A,8.433113539
0,0,0,A,5.470057108
0,0,0,A,10.01520231
0,0,0,A,5.884763954
0,0,0,A,11.20466677
0,0,0,A,6.732144715
0,0,0,A,6.844476406
2.806458,1,1,A,6.989368007
0,0,0,A,7.477330104
0,0,0,A,9.033748387
0,0,0,A,8.06553216
0,0,0,A,4.462869032
0,0,0,A,4.129307303
0,0,0,A,9.339038474
0,0,0,A,4.269960659
0,0,0,A,8.370522114
0,0,0,A,10.60567356
0,0,0,A,10.38533937
0,0,0,A,8.910839273
0,0,0,A,2.605867298
0,0,0,A,6.891242624
0,0,0,A,5.307716851
0,0,0,A,8.156945473
0,0,0,A,7.266466031
0,0,0,A,3.840815584
0,0,0,A,6.775311608
0,0,0,A,5.522225724
0,0,0,A,6.473088792
0,0,0,A,8.245268777
0,0,0,A,8.662274371
0,0,0,A,4.797090145
1.99,1,1,A,8.445205271
0,0,0,A,8.289404281
0,0,0,A,6.097854015
0,0,0,A,5.449061422
0,0,0,A,7.178708888
0,0,0,A,5.739465354
0,0,0,A,7.233928859
0,0,0,A,5.861630957
0,0,0,A,9.041201697
0,0,0,A,8.295816219
0,0,0,A,4.346403688
0,0,0,A,4.43630724
0,0,0,A,9.434453563
0,0,0,A,7.58272235
0,0,0,A,4.285412974
0,0,0,A,6.686374395
0,0,0,A,6.537139956
0,0,0,A,10.24631401
0,0,0,A,9.863425834
0,0,0,A,9.232618499
0,0,0,A,10.43643478
0,0,0,A,8.755283847
0,0,0,A,8.267071639
0,0,0,A,6.792853487
0,0,0,A,6.543422291
0,0,0,A,8.929515747
0,0,0,A,6.267542989
0,0,0,A,3.549422576
11.965879,2,1,A,8.660546332
0,0,0,A,9.045844667
0,0,0,A,3.072547219
0,0,0,A,5.313396645
0,0,0,A,10.78335244
0,0,0,A,2.049074641
0,0,0,A,7.73262072
0,0,0,A,7.633679065
0,0,0,A,4.858085408
0,0,0,A,5.985088041
0,0,0,A,9.106949069
0,0,0,A,2.834932633
0,0,0,A,8.803236955
0,0,0,A,9.482993295
0,0,0,A,8.162195531
0,0,0,A,5.160164978
0,0,0,A,5.027892616
0,0,0,A,4.321106093
0,0,0,A,5.861812855
0,0,0,A,6.628150817
0,0,0,A,6.186425157
0,0,0,A,7.137270035
0,0,0,A,8.751236596
0,0,0,A,3.523374648
0,0,0,A,8.979583431
0,0,0,A,5.884404704
0,0,0,A,10.20364052
0,0,0,A,9.102424332
0,0,0,A,5.981083991
0,0,0,A,6.929837031
0,0,0,A,7.733602974
0,0,0,A,7.766267476
0,0,0,A,10.81118298
0,0,0,A,5.038065314
0,0,0,A,4.013101165
0,0,0,A,7.235470452
0,0,0,A,4.852919478
0,0,0,A,10.01615728
0,0,0,A,5.985611001
0,0,0,A,0.726669345
1.99,1,1,A,8.723124115
0,0,0,A,5.741704985
0,0,0,A,4.895979504
0,0,0,A,7.446689228
0,0,0,A,9.637812031
0,0,0,A,8.707435331
0,0,0,A,8.114162842
0,0,0,A,5.558566858
0,0,0,A,5.866128408
0,0,0,A,7.867894414
0,0,0,A,5.488647179
0,0,0,A,3.483165887
0,0,0,A,9.001174835
4.99,1,1,A,4.333065949
0,0,0,A,8.033927219
0,0,0,A,6.182932697
0,0,0,A,10.02668923
0,0,0,A,6.158924311
0,0,0,A,8.720909495
0,0,0,A,5.389262146
0,0,0,A,7.332070158
0,0,0,A,5.88083039
0,0,0,A,8.35566097
0,0,0,A,11.48770152
0,0,0,A,6.28501893
0,0,0,A,7.577615538
0,0,0,A,6.404656137
0,0,0,A,3.811711753
0,0,0,A,9.484312063
0,0,0,A,9.90277967
0,0,0,A,6.254109753
0,0,0,A,6.903345724
0,0,0,A,6.387041498
0,0,0,A,8.901680662
0,0,0,A,7.547531727
0,0,0,A,8.004482328
0,0,0,A,5.77989012
0,0,0,A,5.710595719
0,0,0,A,10.47385139
0,0,0,A,9.052311174
0,0,0,A,8.517469173
0,0,0,A,3.585447661
0,0,0,A,4.027489371
0,0,0,A,3.625501808
0,0,0,A,9.075498742
0,0,0,A,3.862989065
0,0,0,A,7.405993887
0,0,0,A,3.536471372
0,0,0,A,7.91928996
0,0,0,A,9.681899787
0,0,0,A,8.067824087
0,0,0,A,7.603345143
0,0,0,A,5.126741048
0,0,0,A,7.202530828
0,0,0,A,3.077804099
0,0,0,A,5.807052179
0,0,0,A,7.296442977
0,0,0,A,7.824388735
0,0,0,A,8.941980372
0,0,0,A,6.413926162
2.153801,1,1,A,6.983092493
0,0,0,A,6.589786057
0,0,0,A,8.251405592
0,0,0,A,6.886031219
0,0,0,A,9.295628292
0,0,0,A,5.451748979
0,0,0,A,8.895200512
0,0,0,A,8.7557295
4.28388,1,1,A,8.170174073
0,0,0,A,4.176919351
0,0,0,A,5.70776719
0,0,0,A,9.286783456
0,0,0,A,5.996904651
0,0,0,A,6.729520823
0,0,0,A,6.401297828
0,0,0,A,12.24501957
0,0,0,A,10.71594069
0,0,0,A,9.344199856
0,0,0,A,6.267542989
0,0,0,A,8.023970526
0,0,0,A,7.790362265
0,0,0,A,6.964579729
0,0,0,A,6.661258698
0,0,0,A,10.26182999
0,0,0,A,8.476769285
0,0,0,A,7.386180545
0,0,0,A,8.136208994
0,0,0,A,2.48534106
0,0,0,A,6.061453764
0,0,0,A,5.925463842
0,0,0,A,7.998240921
0,0,0,A,10.93589289
0,0,0,A,9.356405275
0,0,0,A,9.316446626
0,0,0,A,5.931998562
0,0,0,A,7.963900675
0,0,0,A,6.780238795
0,0,0,A,5.219618647
1.23671,1,1,A,8.7136108
0,0,0,A,5.335131295
0,0,0,A,8.183088898
0,0,0,A,4.553950379
42.743493,3,1,A,6.039705472
0,0,0,A,6.765764187
0,0,0,A,8.116666226
0,0,0,A,7.68407644
0,0,0,A,4.830459506
0,0,0,A,5.456491994
0,0,0,A,6.758213107
0,0,0,A,3.398973963
0,0,0,A,8.927082849
0,0,0,A,4.827426341
0,0,0,A,7.552615802
0,0,0,A,4.466629793
0.933791,1,1,A,5.267317096
0,0,0,A,9.088913789
0,0,0,A,7.755248948
0,0,0,A,8.419698492
0,0,0,A,11.01876605
0,0,0,A,11.02338628
0,0,0,A,7.253503458
0,0,0,A,3.613369149
0,0,0,A,7.662703314
0,0,0,A,3.699389158
0,0,0,A,7.659310899
0,0,0,A,8.66551672
0,0,0,A,8.683547453
0,0,0,A,4.188479028
0,0,0,A,6.736312475
0,0,0,A,2.571015461
0,0,0,A,10.07717528
0,0,0,A,9.710366971
0,0,0,A,6.496969849
0,0,0,A,5.552211764
0,0,0,A,8.273062935
0,0,0,A,2.195612428
0,0,0,A,10.87515684
0,0,0,A,9.529964149
0,0,0,A,8.152429832
0,0,0,A,8.923676791
0,0,0,A,5.408443389
0,0,0,A,3.517817635
0,0,0,A,8.150081061
0,0,0,A,6.93565325
0,0,0,A,6.715155354
0,0,0,A,5.877249254
0,0,0,A,7.45579327
0,0,0,A,8.421469733
0,0,0,A,8.398518634
0,0,0,A,6.948358891
0,0,0,A,9.309579941
0,0,0,A,5.553007572
0,0,0,A,6.045367076
0,0,0,A,10.61975253
0,0,0,A,8.240814527
0,0,0,A,7.558341071
0,0,0,A,11.22725861
0,0,0,A,8.106845957
0,0,0,A,9.664328349
0,0,0,A,9.795995897
0,0,0,A,6.103945356
0,0,0,A,7.066643224
0,0,0,A,3.46726792
0,0,0,A,8.429752956
0,0,0,A,7.168879524
0,0,0,A,6.294309418
0,0,0,A,3.535098035
0,0,0,A,5.589537427
0,0,0,A,5.566095201
0,0,0,A,3.845072019
0,0,0,A,9.609958756
0,0,0,A,8.193861863
0,0,0,A,8.835633157
0,0,0,A,6.690091954
0,0,0,A,7.661570994
0,0,0,A,4.828531377
0,0,0,A,5.415573828
0,0,0,A,4.710274329
0,0,0,A,7.693980837
0,0,0,A,9.465558282
2.31843,1,1,A,8.10381734
0,0,0,A,5.239313754
0,0,0,A,6.380943336
0,0,0,A,4.70496288
0,0,0,A,8.979087756
64.987165,3,1,A,7.725262908
0,0,0,A,6.938409019
0,0,0,A,6.70479621
0,0,0,A,8.972607606
0,0,0,A,5.12293936
0,0,0,A,5.265534487
0,0,0,A,8.289404281
0,0,0,A,8.224721018
0,0,0,A,3.276292222
0,0,0,A,6.071349066
0,0,0,A,6.273918547
0,0,0,A,7.289483069
0,0,0,A,6.677388587
0,0,0,A,7.766267476
0,0,0,A,4.780178091
0,0,0,A,8.682674338
0,0,0,A,6.837261839
0,0,0,A,9.44702278
0,0,0,A,7.371069291
0,0,0,A,6.996862243
0,0,0,A,8.712505764
0,0,0,A,4.351560523
0,0,0,A,8.494713615
0,0,0,A,4.786680979
0,0,0,A,5.52162091
0,0,0,A,8.3366639
0,0,0,A,5.56569957
0,0,0,A,8.452167453
0,0,0,A,6.055130502
0,0,0,A,6.286651473
0,0,0,A,5.803029939
0,0,0,A,6.971619218
0,0,0,A,5.271769073
0,0,0,A,8.614762368
0,0,0,A,4.539339347
0,0,0,A,8.336279638
0,0,0,A,8.547632564
0,0,0,A,4.74528078
0,0,0,A,6.304395715
0,0,0,A,6.733997811
0,0,0,A,6.716853836
0,0,0,A,6.529277375
0,0,0,A,4.259037627
0,0,0,A,7.32447133
0,0,0,A,6.646815922
0,0,0,A,9.441529432
0,0,0,A,10.34130164
0,0,0,A,4.636227818
0,0,0,A,2.465586835
0,0,0,A,5.785599473
0,0,0,A,8.947382771
0,0,0,A,4.751046976
0,0,0,A,8.314365363
0,0,0,A,7.183931661
0,0,0,A,6.222027327
0,0,0,A,7.368268047
0,0,0,A,8.288651674
0,0,0,A,8.359321686
0,0,0,A,7.37527343
0,0,0,A,9.054639481
0,0,0,A,6.31543698
0,0,0,A,7.527702468
0,0,0,A,7.443710633
0,0,0,A,8.805074135
0,0,0,A,5.781181603
0,0,0,A,10.12918019
0,0,0,A,10.51970812
0,0,0,A,9.836395652
0,0,0,A,4.941986294
0,0,0,A,4.462869032
0,0,0,A,9.458054951
0,0,0,A,6.628930709
0,0,0,A,4.994023033
0,0,0,A,6.084452611
0,0,0,A,4.555241862
0,0,0,A,5.966250132
0,0,0,A,6.224833118
0,0,0,A,12.20783942
0,0,0,A,5.611233423
0,0,0,A,8.714934115
0,0,0,A,4.493359842
0,0,0,A,3.81225745
0,0,0,A,8.324638106
0,0,0,A,5.657976903
0,0,0,A,9.535421117
0,0,0,A,5.937109922
0,0,0,A,4.530840119
0,0,0,A,3.825808921
0,0,0,A,6.123019734
0,0,0,A,9.322140062
0,0,0,A,6.810997906
0,0,0,A,7.156137503
0,0,0,A,9.102424332
0,0,0,A,8.657092525
0,0,0,A,5.659700395
0,0,0,A,6.976514573
0,0,0,A,3.795804691
0,0,0,A,7.757877388
0,0,0,A,4.688628355
0,0,0,A,5.490884536
0,0,0,A,10.13386408
0,0,0,A,6.492074494
0,0,0,A,8.059718215
64.277367,2,1,A,8.487442205
0,0,0,A,4.5757828
0,0,0,A,7.024097062
0,0,0,A,6.406734332
0,0,0,A,5.143280209
0,0,0,A,5.522625901
0,0,0,A,4.540644472
0,0,0,A,8.942717063
0,0,0,A,7.637542144
0,0,0,A,8.015259841
0,0,0,A,7.774507498
0,0,0,A,6.098190528
0,0,0,A,3.8046086
0,0,0,A,9.989709174
0,0,0,A,7.59998456
0,0,0,A,7.377453944
0,0,0,A,5.748223788
0,0,0,A,5.351304384
0,0,0,A,8.423240974
0,0,0,A,5.584235072
0,0,0,A,3.681945049
0,0,0,A,6.132946868
0,0,0,A,7.157826889
0,0,0,A,8.247499313
0,0,0,A,6.37018174
0,0,0,A,5.690186658
0,0,0,A,3.01743184
0,0,0,A,7.040929535
0,0,0,A,5.167395461
0,0,0,A,8.942717063
0,0,0,A,5.439745923
0,0,0,A,6.807309905
0,0,0,A,8.30110493
0,0,0,A,8.531379894
0,0,0,A,8.618368515
0,0,0,A,7.678078322
0,0,0,A,5.633732048
0,0,0,A,4.841723598
0,0,0,A,5.82364591
0,0,0,A,8.931953193
0,0,0,A,7.023333087
0,0,0,A,5.693219823
0,0,0,A,9.292672434
0,0,0,A,6.361493792
0,0,0,A,6.452309112
0,0,0,A,7.250265657
0,0,0,A,7.75097887
0,0,0,A,7.259519766
0,0,0,A,3.487467797
0,0,0,A,4.42512955
0,0,0,A,6.739707164
0,0,0,A,3.122842276
0,0,0,A,5.88815637
0,0,0,A,6.420629138
0,0,0,A,6.006781763
0,0,0,A,8.569396773
0,0,0,A,6.809767814
0,0,0,A,4.645736585
0,0,0,A,7.443710633
0,0,0,A,8.713387974
0,0,0,A,10.58337275
0,0,0,A,7.233312676
0,0,0,A,7.81340886
0,0,0,A,4.591339707
0,0,0,A,8.382154551
0,0,0,A,4.970353434
0,0,0,A,6.636243047
0,0,0,A,6.335357188
0,0,0,A,5.532457539
0,0,0,A,5.158527887
0,0,0,A,6.774386197
0,0,0,A,7.661570994
0,0,0,A,7.117952368
0,0,0,A,8.697326297
0,0,0,A,10.26646841
0,0,0,A,6.867484348
0,0,0,A,8.466942194
0,0,0,A,6.905182904
0,0,0,A,6.687149739
0,0,0,A,4.68982434
0,0,0,A,6.347633093
0,0,0,A,5.832183792
0,0,0,A,6.422702786
0,0,0,A,8.191301635
0,0,0,A,8.668768164
0,0,0,A,7.658665158
0,0,0,A,7.18884748
0,0,0,A,6.658152774
0,0,0,A,9.692086127
0,0,0,A,6.59213028
0,0,0,A,5.757700723
0,0,0,A,6.91927325
0,0,0,A,6.546721483
0,0,0,A,8.870416781
0,0,0,A,8.216426426
0,0,0,A,9.406768544
0,0,0,A,6.403216862
0,0,0,A,8.52012035
0,0,0,A,4.027025529
0,0,0,A,9.421029421
0,0,0,A,7.013999397
6.98,2,1,A,6.875917638
0,0,0,A,6.998547082
0,0,0,A,9.511005732
0,0,0,A,9.787073754
21.06337,5,1,A,9.252700142
0,0,0,A,7.018590072
0,0,0,A,11.34261892
0,0,0,A,6.208644113
0,0,0,A,6.946521712
0,0,0,A,10.36123776
0,0,0,A,7.817067303
0,0,0,A,6.566321094
0,0,0,A,7.225920758
0,0,0,A,6.657065928
0,0,0,A,2.730395312
0,0,0,A,8.520938895
0,0,0,A,8.090122623
0,0,0,A,7.140030352
0,0,0,A,11.71358362
0,0,0,A,3.433261913
0,0,0,A,6.804235813
0,0,0,A,6.461992957
0,0,0,A,8.687039912
0,0,0,A,2.430916897
10.077827,1,1,A,6.743563421
0,0,0,A,6.195224518
0,0,0,A,5.850460088
0,0,0,A,6.248202585
0,0,0,A,8.081257324
0,0,0,A,8.490066097
0,0,0,A,5.698140189
0,0,0,A,4.324853211
0,0,0,A,5.255711944
0,0,0,A,5.153148226
0,0,0,A,7.417089723
9.99,1,1,A,4.211707523
0,0,0,A,7.162431206
0,0,0,A,7.3746527
0,0,0,A,3.764499883
0,0,0,A,10.18175807
0,0,0,A,6.329695584
0,0,0,A,3.906226443
0,0,0,A,8.704133865
0,0,0,A,6.861811375
0,0,0,A,5.484572643
0,0,0,A,9.044812391
0,0,0,A,6.318679329
0,0,0,A,4.221384547
0,0,0,A,5.935700205
0,0,0,A,6.997628493
0,0,0,A,3.758824636
0,0,0,A,6.021811163
0,0,0,A,4.218969838
0,0,0,A,8.085686563
0,0,0,A,8.601870281
0,0,0,A,9.713431968
0,0,0,A,5.507710188
0,0,0,A,6.08767677
0,0,0,A,4.366562638
0,0,0,A,7.264458322
0,0,0,A,7.189616003
0,0,0,A,1.432291714
0,0,0,A,6.155247679
0,0,0,A,7.938546236
0,0,0,A,7.101097157
0,0,0,A,5.025650711
0,0,0,A,9.879287422
0,0,0,A,7.316103979
0,0,0,A,6.451356416
0,0,0,A,7.518361958
0,0,0,A,7.51820507
0,0,0,A,3.431015461
0,0,0,A,10.19156243
0,0,0,A,7.168879524
0,0,0,A,6.929682417
0,0,0,A,2.359430613
0,0,0,A,5.156190486
0,0,0,A,5.945208972
0,0,0,A,2.913276507
0,0,0,A,5.519206201
0,0,0,A,4.523282218
0,0,0,A,7.392415132
0,0,0,A,6.958918124
0,0,0,A,6.301144271
0,0,0,A,7.776981324
0,0,0,A,6.225658485
0,0,0,A,5.733487701
14.99,1,1,A,9.776614565
0,0,0,A,1.409736246
0,0,0,A,6.475621735
0,0,0,A,6.435931386
0,0,0,A,2.94365363
0,0,0,A,6.488122739
0,0,0,A,7.676943728
0,0,0,A,8.408893695
0,0,0,A,7.584159352
0,0,0,A,7.963041202
0,0,0,A,3.23030817
0,0,0,A,6.685137482
0,0,0,A,4.002787495
0,0,0,A,7.417558113
0,0,0,A,6.674910214
0,0,0,A,6.171443505
0,0,0,A,8.388962119
17.050079,3,1,A,4.105969669
0,0,0,A,3.741062205
0,0,0,A,9.78425432
0,0,0,A,7.753111635
0,0,0,A,8.674188752
0,0,0,A,9.18949026
0,0,0,A,1.782992871
0,0,0,A,6.431629476
0,0,0,A,9.331476026
0,0,0,A,8.641615199
0,0,0,A,6.819294771
0,0,0,A,10.87715772
0,0,0,A,4.011227606
0,0,0,A,9.289430086
0,0,0,A,8.846383384
0,0,0,A,6.925548764
0,0,0,A,7.747859303
0,0,0,A,5.274433892
0,0,0,A,7.092518349
0,0,0,A,10.43576176
0,0,0,A,10.23097993
0,0,0,A,10.08972631
0,0,0,A,10.17688318
0,0,0,A,9.473097993
0,0,0,A,10.12657903
0,0,0,A,5.752500687
0,0,0,A,9.758674782
0,0,0,A,6.778235633
0,0,0,A,8.477374099
0,0,0,A,6.109354576
0,0,0,A,8.360285751
0,0,0,A,9.44185685
0,0,0,A,7.740644737
0,0,0,A,5.324287844
0,0,0,A,7.457675924
0,0,0,A,4.991999408
0,0,0,A,2.243524609
0,0,0,A,2.893340383
0,0,0,A,4.714980964
0,0,0,A,6.413125806
0,0,0,A,6.383830982
0,0,0,A,4.271897882
0,0,0,A,6.524086434
0,0,0,A,4.230188455
0,0,0,A,8.427188181
0,0,0,A,5.568664523
0,0,0,A,9.012820914
0,0,0,A,8.232110662
0,0,0,A,3.903698047
0,0,0,A,5.688858796
0,0,0,A,4.594809429
0,0,0,A,8.128667009
0,0,0,A,6.336650944
0,0,0,A,7.534994342
0,0,0,A,4.29728188
0,0,0,A,5.059488462
0,0,0,A,7.37683094
0,0,0,A,5.729372237
0,0,0,A,6.689628112
14.855467,5,1,A,8.331122803
0,0,0,A,4.928689481
0,0,0,A,10.11674739
0,0,0,A,4.529525899
0,0,0,A,9.33630999
0,0,0,A,7.379634457
0,0,0,A,6.871317868
0,0,0,A,5.811072146
0,0,0,A,6.87468982
0,0,0,A,5.729185791
0,0,0,A,7.806103344
0,0,0,A,10.94869858
0,0,0,A,8.057783265
0,0,0,A,6.557701358
0,0,0,A,5.94151415
0,0,0,A,3.391979948
0,0,0,A,8.594498826
0,0,0,A,8.034450179
0,0,0,A,8.703033377
0,0,0,A,6.925855718
0,0,0,A,6.631886567
0,0,0,A,5.18894139
0,0,0,A,3.174628905
0,0,0,A,4.325976437
0,0,0,A,8.692283149
0,0,0,A,6.433860012
0,0,0,A,8.181085736
0,0,0,A,5.110306478
0,0,0,A,8.3366639
0,0,0,A,9.60673005
0,0,0,A,6.039362137
0,0,0,A,6.29788828
0,0,0,A,4.599215931
0,0,0,A,6.754822966
0,0,0,A,6.170943283
0,0,0,A,6.794699761
0,0,0,A,8.870889719
0,0,0,A,8.807834451
0,0,0,A,5.775649601
0,0,0,A,3.200967871
0,0,0,A,7.973707301
0,0,0,A,7.231002559
0,0,0,A,3.985279722
0,0,0,A,9.844790288
0,0,0,A,6.889555511
0,0,0,A,8.769267328
6.137203,1,1,A,5.172511368
0,0,0,A,6.241795194
0,0,0,A,6.168442173
0,0,0,A,6.318192749
0,0,0,A,6.177775862
0,0,0,A,7.989930413
0,0,0,A,0.705423549
0,0,0,A,10.9959923
0,0,0,A,9.174506335
0,0,0,A,7.723466655
0,0,0,A,9.409924491
0,0,0,A,5.673265509
0,0,0,A,8.588618943
0,0,0,A,10.43643478
0,0,0,A,7.532932063
0,0,0,A,5.816178959
0,0,0,A,7.655595613
0,0,0,A,6.116614617
0,0,0,A,9.449933163
0,0,0,A,9.983179002
0,0,0,A,12.60568878
0,0,0,A,7.692029971
0,0,0,A,6.924170879
0,0,0,A,6.23587211
0,0,0,A,9.491942723
0,0,0,A,5.197454261
0,0,0,A,3.437009031
0,0,0,A,6.366320935
0,0,0,A,10.24231223
0,0,0,A,4.633458406
0,0,0,A,7.045060915
1.520214,1,1,A,6.705414666
0,0,0,A,6.436727194
0,0,0,A,7.698532858
0,0,0,A,4.89118192
0,0,0,A,8.642902134
6.12,1,1,A,3.126844053
0,0,0,A,5.155958565
0,0,0,A,7.185159479
0,0,0,A,6.706960807
0,0,0,A,2.654143277
0,0,0,A,5.601285824
0,0,0,A,8.613916538
0,0,0,A,8.33341473
0,0,0,A,8.047590104
0,0,0,A,11.32817615
0,0,0,A,6.285182639
0,0,0,A,4.113359314
0,0,0,A,6.014389687
0,0,0,A,5.708144631
0,0,0,A,7.290874596
0,0,0,A,6.405135895
0,0,0,A,8.641828931
0,0,0,A,5.648186192
0,0,0,A,5.7739875
0,0,0,A,5.250782483
0,0,0,A,7.279746928
0,0,0,A,6.269341515
0,0,0,A,9.915558071
0,0,0,A,8.68223778
0,0,0,A,6.530223249
0,0,0,A,6.980798293
0,0,0,A,5.62579898
0,0,0,A,5.29630724
0,0,0,A,6.935500909
0,0,0,A,6.748963546
0,0,0,A,8.499170139
0,0,0,A,7.183008524
0,0,0,A,6.711908458
0,0,0,A,6.769459009
0,0,0,A,8.514817995
0,0,0,A,7.532932063
0,0,0,A,7.783916221
0,0,0,A,7.773516149
0,0,0,A,6.964120434
0,0,0,A,5.201124072
0,0,0,A,8.486030214
0,0,0,A,7.397408257
0,0,0,A,5.913781383
0,0,0,A,8.093139872
0,0,0,A,6.384954208
0,0,0,A,6.254437171
0,0,0,A,8.426792551
0,0,0,A,4.705849637
0,0,0,A,2.644375304
0,0,0,A,8.023795448
0,0,0,A,5.644530024
0,0,0,A,6.390247467
0,0,0,A,6.356177796
0,0,0,A,6.736467089
0,0,0,A,9.73198566
0,0,0,A,6.481954092
0,0,0,A,10.42843123
0,0,0,A,8.478179001
0,0,0,A,8.660114322
0,0,0,A,1.973550201
0,0,0,A,10.16934347
0,0,0,A,7.695117706
0,0,0,A,10.14172212
0,0,0,A,7.93666813
0,0,0,A,7.393508799
0,0,0,A,8.695132141
0,0,0,A,4.585637175
0,0,0,A,7.134509719
0,0,0,A,9.027345545
0,0,0,A,9.617503014
0,0,0,A,4.736595105
0,0,0,A,6.537453732
0,0,0,A,8.142327619
0,0,0,A,9.02121555
0,0,0,A,6.176609435
0,0,0,A,7.606548838
0,0,0,A,8.380990398
0,0,0,A,4.430031726
0,0,0,A,5.961875463
0,0,0,A,2.529215084
0,0,0,A,6.233896233
0,0,0,A,4.914515006
0,0,0,A,4.899967639
0,0,0,A,12.10990503
0,0,0,A,6.345211563
0,0,0,A,7.680347512
0,0,0,A,8.106845957
0,0,0,A,5.835087354
0,0,0,A,7.073073352
0,0,0,A,6.674598712
0,0,0,A,9.879723979
0,0,0,A,8.878011062
0,0,0,A,4.778477336
0,0,0,A,6.055298758
0,0,0,A,7.145246304
0,0,0,A,9.022488843
0,0,0,A,8.88444119
0,0,0,A,5.872947344
0,0,0,A,7.528179953
0,0,0,A,5.940281785
0,0,0,A,7.344020918
0,0,0,A,6.0878473
0,0,0,A,11.62714524
0,0,0,A,8.660760063
0,0,0,A,7.800464477
0,0,0,A,7.858321982
0,0,0,A,4.351196726
0,0,0,A,5.851180862
0,0,0,A,5.755474735
0,0,0,A,5.703242454
0,0,0,A,4.767954483
0,0,0,A,6.638264399
0,0,0,A,9.568222044
0,0,0,A,7.325555902
0,0,0,A,6.200695129
0,0,0,A,4.847467057
0,0,0,A,6.896451754
0,0,0,A,6.358917648
0,0,0,A,5.206162672
0,0,0,A,4.301847543
0,0,0,A,6.519204721
0,0,0,A,8.469948074
0,0,0,A,3.731212377
0,0,0,A,7.755248948
0,0,0,A,6.165772806
0,0,0,A,9.596038939
0,0,0,A,7.342311068
0,0,0,A,5.150565261
0,0,0,A,11.7062349
0,0,0,A,8.385265023
0,0,0,A,10.41717168
0,0,0,A,3.527531039
0,0,0,A,8.086218617
0,0,0,A,7.049346909
0,0,0,A,7.113200258
0,0,0,A,5.691323526
0,0,0,A,4.621089278
0,0,0,A,8.122393769
0,0,0,A,8.676580723
0,0,0,A,5.3439875
0,0,0,A,7.767256552
0,0,0,A,9.326951289
0,0,0,A,6.308456609
0,0,0,A,5.878502083
0,0,0,A,5.072676135
0,0,0,A,7.943502982
0,0,0,A,9.34876552
0,0,0,A,10.43108695
0,0,0,A,7.16519607
0,0,0,A,6.557701358
0,0,0,A,6.305857727
0,0,0,A,12.40945621
0,0,0,A,6.276860763
3.263577,1,1,A,8.89376351
0,0,0,A,5.659700395
0,0,0,A,6.948511231
0,0,0,A,8.324256118
0,0,0,A,4.138284016
0,0,0,A,5.641642378
0,0,0,A,6.292028861
0,0,0,A,5.812897957
0,0,0,A,8.967387107
0,0,0,A,7.177478796
0,0,0,A,9.67964424
0,0,0,A,3.680726326
0,0,0,A,6.195556484
0,0,0,A,6.127901447
0,0,0,A,5.496778062
0,0,0,A,3.372353053
0,0,0,A,6.657532044
0,0,0,A,6.303906861
0,0,0,A,9.790311555
0,0,0,A,7.217914931
0,0,0,A,5.861990207
0,0,0,A,5.758257789
0,0,0,A,3.426486177
0,0,0,A,3.936248863
0,0,0,A,2.795333234
0,0,0,A,6.727976956
0,0,0,A,7.567733878
0,0,0,A,5.803214112
0,0,0,A,8.480793799
0,0,0,A,6.647591267
0,0,0,A,8.095806965
0,0,0,A,7.065110726
0,0,0,A,6.761294021
0,0,0,A,5.703997335
0,0,0,A,6.523770384
0,0,0,A,6.751585165
0,0,0,A,8.730454642
0,0,0,A,9.76582341
0,0,0,A,7.55102646
0,0,0,A,5.937992132
0,0,0,A,10.12450538
0,0,0,A,6.300655418
0,0,0,A,4.301083567
0,0,0,A,5.892617441
0,0,0,A,11.60084266
0,0,0,A,5.13998329
0,0,0,A,7.912662017
0,0,0,A,8.341259122
0,0,0,A,3.784717951
0,0,0,A,6.218562152
0,0,0,A,12.09011443
0,0,0,A,6.980034318
0,0,0,A,4.29384399
0,0,0,A,5.738157956
0,0,0,A,7.795494088
0,0,0,A,9.593196768
0,0,0,A,9.287961252
0,0,0,A,6.455644684
0,0,0,A,5.985263119
0,0,0,A,6.249184839
0,0,0,A,8.362600415
0,0,0,A,8.168177732
0,0,0,A,6.793624283
0,0,0,A,6.548290361
0,0,0,A,5.727125785
0,0,0,A,6.80607754
0,0,0,A,6.894307621
0,0,0,A,6.759445473
0,0,0,A,6.191240931
0,0,0,A,4.113791323
0,0,0,A,7.833726972
0,0,0,A,4.111190169
0,0,0,A,5.694356691
0,0,0,A,4.630065991
0,0,0,A,8.638618414
0,0,0,A,3.310380084
0,0,0,A,9.463598321
0,0,0,A,10.86025931
0,0,0,A,4.514360075
0,0,0,A,1.861573214
0,0,0,A,7.45233719
0,0,0,A,10.71765054
0,0,0,A,3.257956809
0,0,0,A,10.51683411
0,0,0,A,5.15127012
0,0,0,A,10.03102752
0,0,0,A,7.766763151
0,0,0,A,6.544836555
0,0,0,A,6.122346708
0,0,0,A,8.204116415
0,0,0,A,5.781731847
0,0,0,A,6.089884568
